,Airline,Source,Destination,Total_Stops,prediction
8557,4.0,2.0,1.0,1,744.4099096241538
8558,1.0,2.0,1.0,2,1297.4240258036184
8559,4.0,2.0,1.0,2,1288.4173105435307
8560,8.0,3.0,0.0,0,200.49071267504328
8561,6.0,2.0,1.0,1,738.405432784095
8562,4.0,2.0,1.0,2,1288.4173105435307
8563,4.0,2.0,1.0,1,744.4099096241538
8564,3.0,3.0,0.0,1,759.5093056945668
8565,4.0,3.0,0.0,1,756.5070672745375
8566,4.0,2.0,1.0,2,1288.4173105435307
8567,3.0,2.0,1.0,1,747.4121480441831
8568,4.0,2.0,1.0,2,1288.4173105435307
8569,4.0,2.0,1.0,1,744.4099096241538
8570,4.0,2.0,1.0,1,744.4099096241538
8571,6.0,2.0,1.0,1,738.405432784095
8572,6.0,2.0,1.0,1,738.405432784095
8573,1.0,3.0,0.0,1,765.5137825346256
8574,3.0,2.0,1.0,1,747.4121480441831
8575,4.0,2.0,1.0,1,744.4099096241538
8576,4.0,3.0,0.0,1,756.5070672745375
8577,4.0,3.0,0.0,1,756.5070672745375
8578,3.0,1.0,4.0,0,164.36467149798128
8579,0.0,3.0,0.0,0,224.50862003527834
8580,1.0,2.0,1.0,2,1297.4240258036184
8581,8.0,4.0,3.0,0,158.70203437254386
8582,1.0,4.0,3.0,1,723.7251042321262
8583,8.0,1.0,4.0,0,149.35347939783438
8584,4.0,0.0,5.0,1,693.2726763469449
8585,3.0,2.0,1.0,1,747.4121480441831
8586,6.0,2.0,1.0,1,738.405432784095
8587,6.0,2.0,1.0,1,738.405432784095
8588,4.0,4.0,3.0,0,170.71098805266138
8589,1.0,2.0,1.0,0,209.40922396486528
8590,4.0,3.0,0.0,1,756.5070672745375
8591,0.0,3.0,0.0,0,224.50862003527834
8592,6.0,2.0,1.0,1,738.405432784095
8593,1.0,2.0,1.0,2,1297.4240258036184
8594,8.0,4.0,3.0,0,158.70203437254386
8595,6.0,2.0,1.0,1,738.405432784095
8596,3.0,2.0,1.0,1,747.4121480441831
8597,4.0,3.0,0.0,1,756.5070672745375
8598,6.0,2.0,1.0,2,1282.4128337034717
8599,1.0,2.0,1.0,0,209.40922396486528
8600,3.0,3.0,0.0,1,759.5093056945668
8601,1.0,2.0,1.0,3,1841.4314267229952
8602,1.0,2.0,1.0,2,1297.4240258036184
8603,1.0,0.0,5.0,2,1246.2867925264097
8604,1.0,0.0,2.0,0,198.6863676523187
8605,6.0,2.0,1.0,1,738.405432784095
8606,6.0,2.0,1.0,1,738.405432784095
8607,4.0,2.0,1.0,1,744.4099096241538
8608,6.0,2.0,1.0,1,738.405432784095
8609,6.0,2.0,1.0,1,738.405432784095
8610,10.0,0.0,2.0,0,171.66622187205425
8611,3.0,0.0,5.0,1,696.2749147669742
8612,4.0,0.0,2.0,0,189.67965239223054
8613,1.0,2.0,1.0,2,1297.4240258036184
8614,4.0,3.0,0.0,1,756.5070672745375
8615,11.0,0.0,2.0,0,168.66398345202487
8616,8.0,4.0,3.0,0,158.70203437254386
8617,4.0,3.0,0.0,1,756.5070672745375
8618,4.0,3.0,0.0,1,756.5070672745375
8619,4.0,2.0,1.0,1,744.4099096241538
8620,4.0,3.0,0.0,1,756.5070672745375
8621,4.0,2.0,1.0,2,1288.4173105435307
8622,1.0,0.0,5.0,1,702.2793916070331
8623,4.0,4.0,3.0,0,170.71098805266138
8624,3.0,3.0,0.0,0,215.50190477519018
8625,1.0,0.0,5.0,1,702.2793916070331
8626,3.0,3.0,0.0,0,215.50190477519018
8627,4.0,2.0,1.0,2,1288.4173105435307
8628,3.0,4.0,3.0,0,173.71322647269076
8629,4.0,3.0,0.0,1,756.5070672745375
8630,3.0,3.0,0.0,1,759.5093056945668
8631,4.0,2.0,1.0,2,1288.4173105435307
8632,6.0,2.0,1.0,1,738.405432784095
8633,4.0,4.0,3.0,0,170.71098805266138
8634,4.0,4.0,3.0,0,170.71098805266138
8635,4.0,2.0,1.0,2,1288.4173105435307
8636,3.0,2.0,1.0,1,747.4121480441831
8637,3.0,2.0,1.0,0,203.4047471248065
8638,3.0,2.0,1.0,1,747.4121480441831
8639,8.0,3.0,0.0,0,200.49071267504328
8640,1.0,2.0,1.0,2,1297.4240258036184
8641,6.0,2.0,1.0,1,738.405432784095
8642,4.0,3.0,0.0,1,756.5070672745375
8643,3.0,1.0,4.0,0,164.36467149798128
8644,8.0,1.0,4.0,0,149.35347939783438
8645,6.0,2.0,1.0,1,738.405432784095
8646,3.0,2.0,1.0,1,747.4121480441831
8647,3.0,1.0,4.0,0,164.36467149798128
8648,3.0,2.0,1.0,1,747.4121480441831
8649,0.0,0.0,2.0,0,201.68860607234808
8650,0.0,3.0,0.0,0,224.50862003527834
8651,3.0,1.0,4.0,0,164.36467149798128
8652,6.0,2.0,1.0,1,738.405432784095
8653,4.0,3.0,0.0,1,756.5070672745375
8654,10.0,0.0,2.0,0,171.66622187205425
8655,4.0,2.0,1.0,2,1288.4173105435307
8656,1.0,4.0,3.0,0,179.71770331274953
8657,0.0,3.0,0.0,0,224.50862003527834
8658,3.0,0.0,2.0,0,192.68189081225992
8659,4.0,2.0,1.0,0,200.40250870477712
8660,4.0,3.0,0.0,1,756.5070672745375
8661,1.0,3.0,0.0,0,221.50638161524896
8662,3.0,3.0,0.0,0,215.50190477519018
8663,3.0,2.0,1.0,1,747.4121480441831
8664,4.0,0.0,5.0,1,693.2726763469449
8665,6.0,2.0,1.0,1,738.405432784095
8666,4.0,2.0,1.0,2,1288.4173105435307
8667,1.0,3.0,0.0,2,1309.5211834540023
8668,4.0,3.0,0.0,1,756.5070672745375
8669,6.0,2.0,1.0,1,738.405432784095
8670,4.0,2.0,1.0,1,744.4099096241538
8671,1.0,3.0,0.0,2,1309.5211834540023
8672,6.0,2.0,1.0,1,738.405432784095
8673,1.0,4.0,3.0,0,179.71770331274953
8674,4.0,2.0,1.0,1,744.4099096241538
8675,10.0,1.0,4.0,0,143.3490025577756
8676,3.0,0.0,2.0,0,192.68189081225992
8677,4.0,2.0,1.0,1,744.4099096241538
8678,6.0,2.0,1.0,1,738.405432784095
8679,3.0,2.0,1.0,0,203.4047471248065
8680,1.0,3.0,0.0,2,1309.5211834540023
8681,4.0,2.0,1.0,1,744.4099096241538
8682,4.0,2.0,1.0,2,1288.4173105435307
8683,6.0,2.0,1.0,1,738.405432784095
8684,8.0,3.0,0.0,0,200.49071267504328
8685,6.0,2.0,1.0,1,738.405432784095
8686,3.0,1.0,4.0,0,164.36467149798128
8687,10.0,2.0,1.0,0,182.38907818460083
8688,10.0,3.0,0.0,1,738.4936367543612
8689,4.0,3.0,0.0,1,756.5070672745375
8690,3.0,2.0,1.0,1,747.4121480441831
8691,6.0,2.0,1.0,1,738.405432784095
8692,3.0,0.0,2.0,0,192.68189081225992
8693,10.0,0.0,5.0,0,131.25184490739193
8694,3.0,0.0,5.0,0,152.2675138475976
8695,4.0,2.0,1.0,2,1288.4173105435307
8696,6.0,2.0,1.0,1,738.405432784095
8697,4.0,2.0,1.0,2,1288.4173105435307
8698,1.0,2.0,1.0,2,1297.4240258036184
8699,3.0,1.0,4.0,0,164.36467149798128
8700,3.0,1.0,4.0,0,164.36467149798128
8701,1.0,2.0,1.0,0,209.40922396486528
8702,6.0,2.0,1.0,1,738.405432784095
8703,4.0,3.0,0.0,1,756.5070672745375
8704,1.0,3.0,0.0,2,1309.5211834540023
8705,1.0,2.0,1.0,0,209.40922396486528
8706,10.0,0.0,2.0,0,171.66622187205425
8707,4.0,2.0,1.0,2,1288.4173105435307
8708,8.0,1.0,4.0,0,149.35347939783438
8709,1.0,0.0,5.0,2,1246.2867925264097
8710,4.0,3.0,0.0,1,756.5070672745375
8711,4.0,2.0,1.0,1,744.4099096241538
8712,3.0,0.0,2.0,0,192.68189081225992
8713,6.0,2.0,1.0,1,738.405432784095
8714,8.0,3.0,0.0,1,744.4981135944199
8715,3.0,0.0,5.0,0,152.2675138475976
8716,6.0,2.0,1.0,1,738.405432784095
8717,4.0,2.0,1.0,1,744.4099096241538
8718,4.0,0.0,5.0,1,693.2726763469449
8719,6.0,2.0,1.0,1,738.405432784095
8720,8.0,3.0,0.0,0,200.49071267504328
8721,4.0,3.0,0.0,1,756.5070672745375
8722,6.0,2.0,1.0,1,738.405432784095
8723,3.0,0.0,2.0,0,192.68189081225992
8724,1.0,2.0,1.0,2,1297.4240258036184
8725,6.0,2.0,1.0,1,738.405432784095
8726,1.0,2.0,1.0,1,753.416624884242
8727,8.0,3.0,0.0,0,200.49071267504328
8728,8.0,1.0,4.0,0,149.35347939783438
8729,1.0,2.0,1.0,3,1841.4314267229952
8730,6.0,2.0,1.0,1,738.405432784095
8731,4.0,3.0,0.0,1,756.5070672745375
8732,3.0,0.0,2.0,0,192.68189081225992
8733,0.0,0.0,5.0,0,161.27422910768576
8734,4.0,3.0,0.0,1,756.5070672745375
8735,1.0,2.0,1.0,0,209.40922396486528
8736,4.0,3.0,0.0,1,756.5070672745375
8737,4.0,2.0,1.0,2,1288.4173105435307
8738,1.0,3.0,0.0,2,1309.5211834540023
8739,8.0,1.0,4.0,0,149.35347939783438
8740,6.0,2.0,1.0,1,738.405432784095
8741,6.0,2.0,1.0,1,738.405432784095
8742,2.0,0.0,2.0,0,195.6841292322893
8743,0.0,0.0,2.0,0,201.68860607234808
8744,4.0,3.0,0.0,1,756.5070672745375
8745,1.0,4.0,3.0,0,179.71770331274953
8746,4.0,3.0,0.0,1,756.5070672745375
8747,8.0,4.0,3.0,0,158.70203437254386
8748,8.0,4.0,3.0,0,158.70203437254386
8749,3.0,2.0,1.0,1,747.4121480441831
8750,4.0,2.0,1.0,2,1288.4173105435307
8751,4.0,3.0,0.0,1,756.5070672745375
8752,4.0,2.0,1.0,1,744.4099096241538
8753,8.0,0.0,2.0,0,177.67069871211302
8754,1.0,2.0,1.0,1,753.416624884242
8755,4.0,3.0,0.0,1,756.5070672745375
8756,10.0,3.0,0.0,1,738.4936367543612
8757,1.0,2.0,1.0,2,1297.4240258036184
8758,1.0,3.0,0.0,2,1309.5211834540023
8759,1.0,3.0,0.0,2,1309.5211834540023
8760,8.0,0.0,2.0,0,177.67069871211302
8761,1.0,3.0,0.0,2,1309.5211834540023
8762,1.0,3.0,0.0,1,765.5137825346256
8763,4.0,2.0,1.0,0,200.40250870477712
8764,4.0,3.0,0.0,1,756.5070672745375
8765,4.0,0.0,2.0,0,189.67965239223054
8766,3.0,2.0,1.0,1,747.4121480441831
8767,4.0,3.0,0.0,1,756.5070672745375
8768,8.0,0.0,2.0,0,177.67069871211302
8769,4.0,3.0,0.0,1,756.5070672745375
8770,4.0,3.0,0.0,1,756.5070672745375
8771,8.0,3.0,0.0,0,200.49071267504328
8772,8.0,3.0,0.0,0,200.49071267504328
8773,6.0,2.0,1.0,1,738.405432784095
8774,3.0,2.0,1.0,1,747.4121480441831
8775,8.0,4.0,3.0,0,158.70203437254386
8776,4.0,3.0,0.0,1,756.5070672745375
8777,0.0,0.0,2.0,0,201.68860607234808
8778,6.0,2.0,1.0,1,738.405432784095
8779,4.0,2.0,1.0,1,744.4099096241538
8780,4.0,3.0,0.0,1,756.5070672745375
8781,1.0,3.0,0.0,2,1309.5211834540023
8782,3.0,0.0,2.0,0,192.68189081225992
8783,10.0,0.0,2.0,0,171.66622187205425
8784,8.0,4.0,3.0,0,158.70203437254386
8785,4.0,3.0,0.0,1,756.5070672745375
8786,0.0,3.0,0.0,0,224.50862003527834
8787,10.0,3.0,0.0,1,738.4936367543612
8788,4.0,2.0,1.0,1,744.4099096241538
8789,4.0,0.0,2.0,0,189.67965239223054
8790,4.0,0.0,2.0,0,189.67965239223054
8791,2.0,0.0,5.0,0,155.26975226762698
8792,4.0,0.0,5.0,1,693.2726763469449
8793,4.0,3.0,0.0,2,1300.5144681939141
8794,1.0,3.0,0.0,2,1309.5211834540023
8795,6.0,2.0,1.0,1,738.405432784095
8796,4.0,2.0,1.0,2,1288.4173105435307
8797,4.0,3.0,0.0,1,756.5070672745375
8798,4.0,0.0,2.0,0,189.67965239223054
8799,3.0,2.0,1.0,1,747.4121480441831
8800,6.0,2.0,1.0,1,738.405432784095
8801,3.0,1.0,4.0,0,164.36467149798128
8802,4.0,3.0,0.0,1,756.5070672745375
8803,3.0,2.0,1.0,1,747.4121480441831
8804,4.0,3.0,0.0,1,756.5070672745375
8805,4.0,0.0,2.0,0,189.67965239223054
8806,4.0,2.0,1.0,1,744.4099096241538
8807,3.0,3.0,0.0,0,215.50190477519018
8808,3.0,1.0,4.0,0,164.36467149798128
8809,1.0,2.0,1.0,1,753.416624884242
8810,10.0,3.0,0.0,1,738.4936367543612
8811,4.0,0.0,2.0,0,189.67965239223054
8812,4.0,2.0,1.0,2,1288.4173105435307
8813,4.0,2.0,1.0,1,744.4099096241538
8814,6.0,2.0,1.0,1,738.405432784095
8815,6.0,2.0,1.0,1,738.405432784095
8816,3.0,3.0,0.0,0,215.50190477519018
8817,4.0,0.0,2.0,0,189.67965239223054
8818,3.0,3.0,0.0,1,759.5093056945668
8819,4.0,2.0,1.0,2,1288.4173105435307
8820,3.0,2.0,1.0,1,747.4121480441831
8821,4.0,2.0,1.0,2,1288.4173105435307
8822,4.0,0.0,5.0,0,149.2652754275682
8823,10.0,0.0,2.0,0,171.66622187205425
8824,0.0,3.0,0.0,0,224.50862003527834
8825,4.0,2.0,1.0,1,744.4099096241538
8826,4.0,3.0,0.0,1,756.5070672745375
8827,4.0,2.0,1.0,1,744.4099096241538
8828,4.0,2.0,1.0,1,744.4099096241538
8829,10.0,4.0,3.0,1,696.7049584518618
8830,8.0,3.0,0.0,0,200.49071267504328
8831,0.0,2.0,1.0,1,756.4188633042713
8832,3.0,2.0,1.0,1,747.4121480441831
8833,3.0,2.0,1.0,1,747.4121480441831
8834,3.0,2.0,1.0,1,747.4121480441831
8835,4.0,3.0,0.0,1,756.5070672745375
8836,3.0,0.0,2.0,0,192.68189081225992
8837,8.0,4.0,3.0,0,158.70203437254386
8838,1.0,2.0,1.0,2,1297.4240258036184
8839,4.0,0.0,2.0,0,189.67965239223054
8840,4.0,3.0,0.0,1,756.5070672745375
8841,8.0,0.0,2.0,0,177.67069871211302
8842,3.0,2.0,1.0,1,747.4121480441831
8843,3.0,4.0,3.0,0,173.71322647269076
8844,1.0,2.0,1.0,1,753.416624884242
8845,4.0,2.0,1.0,1,744.4099096241538
8846,1.0,1.0,4.0,0,170.36914833804005
8847,3.0,1.0,4.0,0,164.36467149798128
8848,4.0,0.0,2.0,0,189.67965239223054
8849,3.0,0.0,5.0,0,152.2675138475976
8850,0.0,2.0,1.0,1,756.4188633042713
8851,4.0,3.0,0.0,1,756.5070672745375
8852,4.0,3.0,0.0,1,756.5070672745375
8853,1.0,3.0,0.0,1,765.5137825346256
8854,0.0,3.0,0.0,0,224.50862003527834
8855,1.0,2.0,1.0,2,1297.4240258036184
8856,4.0,0.0,5.0,2,1237.2800772663215
8857,4.0,3.0,0.0,1,756.5070672745375
8858,3.0,0.0,2.0,0,192.68189081225992
8859,4.0,0.0,5.0,1,693.2726763469449
8860,4.0,3.0,0.0,1,756.5070672745375
8861,3.0,0.0,5.0,0,152.2675138475976
8862,1.0,2.0,1.0,2,1297.4240258036184
8863,4.0,3.0,0.0,1,756.5070672745375
8864,4.0,4.0,3.0,0,170.71098805266138
8865,6.0,2.0,1.0,1,738.405432784095
8866,3.0,3.0,0.0,1,759.5093056945668
8867,3.0,2.0,1.0,1,747.4121480441831
8868,4.0,3.0,0.0,1,756.5070672745375
8869,1.0,3.0,0.0,2,1309.5211834540023
8870,4.0,2.0,1.0,2,1288.4173105435307
8871,1.0,3.0,0.0,2,1309.5211834540023
8872,6.0,2.0,1.0,1,738.405432784095
8873,2.0,2.0,1.0,1,750.4143864642126
8874,4.0,4.0,3.0,0,170.71098805266138
8875,4.0,0.0,2.0,0,189.67965239223054
8876,4.0,3.0,0.0,1,756.5070672745375
8877,3.0,0.0,2.0,0,192.68189081225992
8878,4.0,3.0,0.0,1,756.5070672745375
8879,3.0,3.0,0.0,0,215.50190477519018
8880,1.0,3.0,0.0,2,1309.5211834540023
8881,4.0,2.0,1.0,1,744.4099096241538
8882,4.0,2.0,1.0,2,1288.4173105435307
8883,6.0,2.0,1.0,1,738.405432784095
8884,3.0,3.0,0.0,0,215.50190477519018
8885,3.0,0.0,5.0,1,696.2749147669742
8886,2.0,2.0,1.0,1,750.4143864642126
8887,3.0,1.0,4.0,0,164.36467149798128
8888,3.0,2.0,1.0,1,747.4121480441831
8889,1.0,0.0,5.0,2,1246.2867925264097
8890,4.0,0.0,5.0,1,693.2726763469449
8891,4.0,3.0,0.0,1,756.5070672745375
8892,4.0,0.0,2.0,0,189.67965239223054
8893,4.0,4.0,3.0,0,170.71098805266138
8894,10.0,2.0,1.0,0,182.38907818460083
8895,1.0,3.0,0.0,1,765.5137825346256
8896,6.0,2.0,1.0,1,738.405432784095
8897,1.0,0.0,5.0,2,1246.2867925264097
8898,6.0,2.0,1.0,1,738.405432784095
8899,1.0,3.0,0.0,2,1309.5211834540023
8900,4.0,3.0,0.0,1,756.5070672745375
8901,3.0,2.0,1.0,1,747.4121480441831
8902,3.0,2.0,1.0,2,1291.41954896356
8903,4.0,4.0,3.0,0,170.71098805266138
8904,1.0,3.0,0.0,1,765.5137825346256
8905,4.0,2.0,1.0,1,744.4099096241538
8906,4.0,2.0,1.0,2,1288.4173105435307
8907,4.0,3.0,0.0,1,756.5070672745375
8908,4.0,0.0,5.0,1,693.2726763469449
8909,4.0,3.0,0.0,1,756.5070672745375
8910,6.0,2.0,1.0,1,738.405432784095
8911,0.0,3.0,0.0,1,768.516020954655
8912,6.0,2.0,1.0,2,1282.4128337034717
8913,4.0,3.0,0.0,1,756.5070672745375
8914,3.0,0.0,5.0,1,696.2749147669742
8915,3.0,3.0,0.0,0,215.50190477519018
8916,4.0,2.0,1.0,2,1288.4173105435307
8917,3.0,2.0,1.0,1,747.4121480441831
8918,1.0,2.0,1.0,1,753.416624884242
8919,1.0,0.0,5.0,1,702.2793916070331
8920,4.0,2.0,1.0,1,744.4099096241538
8921,1.0,3.0,0.0,1,765.5137825346256
8922,8.0,1.0,4.0,0,149.35347939783438
8923,6.0,2.0,1.0,1,738.405432784095
8924,4.0,0.0,5.0,1,693.2726763469449
8925,4.0,3.0,0.0,1,756.5070672745375
8926,8.0,2.0,1.0,1,732.4009559440362
8927,4.0,2.0,1.0,2,1288.4173105435307
8928,4.0,3.0,0.0,1,756.5070672745375
8929,3.0,2.0,1.0,1,747.4121480441831
8930,1.0,2.0,1.0,1,753.416624884242
8931,8.0,3.0,0.0,0,200.49071267504328
8932,6.0,2.0,1.0,1,738.405432784095
8933,4.0,2.0,1.0,1,744.4099096241538
8934,4.0,0.0,5.0,1,693.2726763469449
8935,4.0,3.0,0.0,1,756.5070672745375
8936,4.0,3.0,0.0,1,756.5070672745375
8937,3.0,0.0,5.0,0,152.2675138475976
8938,1.0,3.0,0.0,1,765.5137825346256
8939,4.0,3.0,0.0,1,756.5070672745375
8940,1.0,0.0,5.0,0,158.27199068765637
8941,4.0,2.0,1.0,1,744.4099096241538
8942,8.0,1.0,4.0,0,149.35347939783438
8943,8.0,3.0,0.0,0,200.49071267504328
8944,4.0,2.0,1.0,1,744.4099096241538
8945,4.0,3.0,0.0,1,756.5070672745375
8946,4.0,3.0,0.0,1,756.5070672745375
8947,4.0,4.0,3.0,0,170.71098805266138
8948,1.0,2.0,1.0,2,1297.4240258036184
8949,6.0,2.0,1.0,1,738.405432784095
8950,4.0,3.0,0.0,1,756.5070672745375
8951,6.0,2.0,1.0,1,738.405432784095
8952,4.0,2.0,1.0,1,744.4099096241538
8953,1.0,0.0,5.0,1,702.2793916070331
8954,8.0,4.0,3.0,0,158.70203437254386
8955,8.0,0.0,2.0,0,177.67069871211302
8956,3.0,3.0,0.0,1,759.5093056945668
8957,4.0,0.0,5.0,1,693.2726763469449
8958,6.0,2.0,1.0,1,738.405432784095
8959,8.0,3.0,0.0,0,200.49071267504328
8960,4.0,3.0,0.0,1,756.5070672745375
8961,4.0,2.0,1.0,2,1288.4173105435307
8962,4.0,2.0,1.0,2,1288.4173105435307
8963,4.0,3.0,0.0,1,756.5070672745375
8964,4.0,0.0,5.0,1,693.2726763469449
8965,4.0,3.0,0.0,1,756.5070672745375
8966,3.0,2.0,1.0,1,747.4121480441831
8967,4.0,2.0,1.0,2,1288.4173105435307
8968,6.0,2.0,1.0,1,738.405432784095
8969,3.0,3.0,0.0,0,215.50190477519018
8970,8.0,3.0,0.0,0,200.49071267504328
8971,8.0,3.0,0.0,0,200.49071267504328
8972,2.0,2.0,1.0,1,750.4143864642126
8973,4.0,3.0,0.0,1,756.5070672745375
8974,4.0,2.0,1.0,1,744.4099096241538
8975,10.0,0.0,2.0,0,171.66622187205425
8976,4.0,2.0,1.0,0,200.40250870477712
8977,3.0,2.0,1.0,1,747.4121480441831
8978,4.0,2.0,1.0,1,744.4099096241538
8979,4.0,3.0,0.0,1,756.5070672745375
8980,4.0,2.0,1.0,1,744.4099096241538
8981,8.0,0.0,2.0,0,177.67069871211302
8982,6.0,2.0,1.0,1,738.405432784095
8983,8.0,3.0,0.0,1,744.4981135944199
8984,3.0,2.0,1.0,1,747.4121480441831
8985,4.0,0.0,5.0,1,693.2726763469449
8986,10.0,3.0,0.0,1,738.4936367543612
8987,4.0,0.0,5.0,1,693.2726763469449
8988,1.0,3.0,0.0,2,1309.5211834540023
8989,3.0,2.0,1.0,1,747.4121480441831
8990,4.0,4.0,3.0,2,1258.725789891415
8991,4.0,0.0,2.0,0,189.67965239223054
8992,4.0,0.0,5.0,1,693.2726763469449
8993,6.0,2.0,1.0,1,738.405432784095
8994,3.0,3.0,0.0,0,215.50190477519018
8995,3.0,2.0,1.0,1,747.4121480441831
8996,1.0,4.0,3.0,0,179.71770331274953
8997,4.0,4.0,3.0,0,170.71098805266138
8998,4.0,3.0,0.0,1,756.5070672745375
8999,2.0,0.0,2.0,0,195.6841292322893
9000,4.0,2.0,1.0,2,1288.4173105435307
9001,8.0,0.0,5.0,0,137.2563217474507
9002,8.0,0.0,2.0,0,177.67069871211302
9003,6.0,2.0,1.0,1,738.405432784095
9004,6.0,2.0,1.0,1,738.405432784095
9005,10.0,3.0,0.0,1,738.4936367543612
9006,4.0,3.0,0.0,1,756.5070672745375
9007,3.0,2.0,1.0,1,747.4121480441831
9008,6.0,2.0,1.0,1,738.405432784095
9009,4.0,4.0,3.0,0,170.71098805266138
9010,0.0,0.0,2.0,0,201.68860607234808
9011,4.0,2.0,1.0,1,744.4099096241538
9012,3.0,0.0,5.0,0,152.2675138475976
9013,4.0,3.0,0.0,1,756.5070672745375
9014,3.0,4.0,3.0,0,173.71322647269076
9015,1.0,0.0,5.0,2,1246.2867925264097
9016,8.0,3.0,0.0,0,200.49071267504328
9017,1.0,2.0,1.0,1,753.416624884242
9018,4.0,0.0,2.0,0,189.67965239223054
9019,4.0,0.0,5.0,1,693.2726763469449
9020,3.0,1.0,4.0,0,164.36467149798128
9021,4.0,0.0,5.0,1,693.2726763469449
9022,4.0,3.0,0.0,1,756.5070672745375
9023,0.0,2.0,1.0,1,756.4188633042713
9024,4.0,2.0,1.0,2,1288.4173105435307
9025,8.0,0.0,2.0,0,177.67069871211302
9026,10.0,3.0,0.0,1,738.4936367543612
9027,4.0,2.0,1.0,2,1288.4173105435307
9028,6.0,2.0,1.0,1,738.405432784095
9029,1.0,0.0,5.0,3,1790.2941934457863
9030,6.0,2.0,1.0,1,738.405432784095
9031,3.0,1.0,4.0,0,164.36467149798128
9032,4.0,3.0,0.0,1,756.5070672745375
9033,4.0,2.0,1.0,1,744.4099096241538
9034,4.0,2.0,1.0,1,744.4099096241538
9035,10.0,0.0,2.0,0,171.66622187205425
9036,4.0,0.0,2.0,0,189.67965239223054
9037,0.0,3.0,0.0,0,224.50862003527834
9038,3.0,2.0,1.0,0,203.4047471248065
9039,1.0,2.0,1.0,1,753.416624884242
9040,1.0,2.0,1.0,2,1297.4240258036184
9041,6.0,2.0,1.0,1,738.405432784095
9042,4.0,3.0,0.0,1,756.5070672745375
9043,1.0,3.0,0.0,2,1309.5211834540023
9044,4.0,0.0,5.0,1,693.2726763469449
9045,3.0,2.0,1.0,1,747.4121480441831
9046,0.0,3.0,0.0,2,1312.5234218740316
9047,4.0,4.0,3.0,0,170.71098805266138
9048,3.0,1.0,4.0,0,164.36467149798128
9049,1.0,2.0,1.0,1,753.416624884242
9050,4.0,0.0,2.0,0,189.67965239223054
9051,4.0,2.0,1.0,2,1288.4173105435307
9052,4.0,4.0,3.0,0,170.71098805266138
9053,4.0,2.0,1.0,2,1288.4173105435307
9054,1.0,3.0,0.0,2,1309.5211834540023
9055,1.0,2.0,1.0,1,753.416624884242
9056,4.0,3.0,0.0,1,756.5070672745375
9057,4.0,0.0,5.0,1,693.2726763469449
9058,8.0,1.0,4.0,0,149.35347939783438
9059,6.0,2.0,1.0,1,738.405432784095
9060,6.0,2.0,1.0,1,738.405432784095
9061,3.0,4.0,3.0,0,173.71322647269076
9062,4.0,2.0,1.0,1,744.4099096241538
9063,1.0,2.0,1.0,2,1297.4240258036184
9064,6.0,2.0,1.0,1,738.405432784095
9065,4.0,2.0,1.0,1,744.4099096241538
9066,1.0,0.0,2.0,0,198.6863676523187
9067,3.0,2.0,1.0,1,747.4121480441831
9068,1.0,2.0,1.0,2,1297.4240258036184
9069,4.0,3.0,0.0,1,756.5070672745375
9070,8.0,4.0,3.0,0,158.70203437254386
9071,10.0,3.0,0.0,1,738.4936367543612
9072,4.0,2.0,1.0,2,1288.4173105435307
9073,4.0,2.0,1.0,2,1288.4173105435307
9074,4.0,2.0,1.0,2,1288.4173105435307
9075,1.0,2.0,1.0,1,753.416624884242
9076,3.0,2.0,1.0,1,747.4121480441831
9077,4.0,0.0,2.0,0,189.67965239223054
9078,8.0,3.0,0.0,0,200.49071267504328
9079,6.0,2.0,1.0,1,738.405432784095
9080,10.0,0.0,2.0,0,171.66622187205425
9081,8.0,0.0,2.0,0,177.67069871211302
9082,6.0,2.0,1.0,1,738.405432784095
9083,4.0,3.0,0.0,1,756.5070672745375
9084,8.0,0.0,2.0,0,177.67069871211302
9085,8.0,3.0,0.0,0,200.49071267504328
9086,6.0,2.0,1.0,1,738.405432784095
9087,1.0,2.0,1.0,1,753.416624884242
9088,6.0,2.0,1.0,1,738.405432784095
9089,6.0,2.0,1.0,1,738.405432784095
9090,3.0,3.0,0.0,0,215.50190477519018
9091,6.0,2.0,1.0,1,738.405432784095
9092,3.0,2.0,1.0,1,747.4121480441831
9093,3.0,2.0,1.0,1,747.4121480441831
9094,3.0,2.0,1.0,0,203.4047471248065
9095,8.0,2.0,1.0,1,732.4009559440362
9096,3.0,0.0,2.0,0,192.68189081225992
9097,3.0,0.0,5.0,0,152.2675138475976
9098,4.0,3.0,0.0,1,756.5070672745375
9099,4.0,2.0,1.0,2,1288.4173105435307
9100,3.0,2.0,1.0,1,747.4121480441831
9101,3.0,3.0,0.0,0,215.50190477519018
9102,10.0,0.0,5.0,0,131.25184490739193
9103,6.0,2.0,1.0,1,738.405432784095
9104,4.0,3.0,0.0,1,756.5070672745375
9105,0.0,3.0,0.0,1,768.516020954655
9106,4.0,2.0,1.0,2,1288.4173105435307
9107,0.0,0.0,5.0,0,161.27422910768576
9108,6.0,2.0,1.0,1,738.405432784095
9109,10.0,3.0,0.0,1,738.4936367543612
9110,4.0,2.0,1.0,2,1288.4173105435307
9111,10.0,4.0,3.0,1,696.7049584518618
9112,4.0,2.0,1.0,1,744.4099096241538
9113,4.0,3.0,0.0,1,756.5070672745375
9114,4.0,4.0,3.0,0,170.71098805266138
9115,8.0,3.0,0.0,1,744.4981135944199
